"","cds","rna","GeneID","Name","gene_name","description","protein_id"
"mapping_line","6038","6774","GeneID:100752597,Genbank:XP_003498971.1","XP_003498971.1","Thsd4","thrombospondin type-1 domain-containing protein 4 isoform X1","XP_003498971.1"
"mapping_line","6039","6775","GeneID:100756515,Genbank:XP_007633564.1","XP_007633564.1","LOC100756515","ubiquitin-like isoform X1","XP_007633564.1"
"mapping_line","6040","6777","GeneID:100752897,Genbank:XP_007633612.1","XP_007633612.1","Lrrc49","leucine-rich repeat-containing protein 49 isoform X5","XP_007633612.1"
"mapping_line","6041","6778","GeneID:100752897,Genbank:XP_007633597.1","XP_007633597.1","Lrrc49","leucine-rich repeat-containing protein 49 isoform X3","XP_007633597.1"
"mapping_line","6042","6779","GeneID:100752897,Genbank:XP_003498974.1","XP_003498974.1","Lrrc49","leucine-rich repeat-containing protein 49 isoform X4","XP_003498974.1"
"mapping_line","6043","6780","GeneID:100752897,Genbank:XP_003498972.1","XP_003498972.1","Lrrc49","leucine-rich repeat-containing protein 49 isoform X1","XP_003498972.1"
"mapping_line","6044","6781","GeneID:100752897,Genbank:XP_003498973.1","XP_003498973.1","Lrrc49","leucine-rich repeat-containing protein 49 isoform X2","XP_003498973.1"
"mapping_line","6045","6783","GeneID:100756813,Genbank:XP_003498985.1","XP_003498985.1","Larp6","la-related protein 6 isoform X1","XP_003498985.1"
"mapping_line","6046","6782","GeneID:100756813,Genbank:XP_007633629.1","XP_007633629.1","Larp6","la-related protein 6 isoform X2","XP_007633629.1"
"mapping_line","6047","6784","GeneID:100756813,Genbank:XP_007633635.1","XP_007633635.1","Larp6","la-related protein 6 isoform X3","XP_007633635.1"
"mapping_line","6048","6785","GeneID:100753602,Genbank:XP_007633645.1","XP_007633645.1","Uaca","uveal autoantigen with coiled-coil domains and ankyrin repeats isoform X1","XP_007633645.1"
"mapping_line","6049","6786","GeneID:100753602,Genbank:XP_003498975.1","XP_003498975.1","Uaca","uveal autoantigen with coiled-coil domains and ankyrin repeats isoform X2","XP_003498975.1"
"mapping_line","6050","6789","GeneID:100754091,Genbank:XP_007633678.1","XP_007633678.1","Tle3","transducin-like enhancer protein 3 isoform X7","XP_007633678.1"
"mapping_line","6051","6793","GeneID:100754091,Genbank:XP_007633665.1","XP_007633665.1","Tle3","transducin-like enhancer protein 3 isoform X2","XP_007633665.1"
"mapping_line","6052","6794","GeneID:100754091,Genbank:XP_007633658.1","XP_007633658.1","Tle3","transducin-like enhancer protein 3 isoform X1","XP_007633658.1"
"mapping_line","6053","6795","GeneID:100754091,Genbank:XP_007633669.1","XP_007633669.1","Tle3","transducin-like enhancer protein 3 isoform X3","XP_007633669.1"
"mapping_line","6054","6787","GeneID:100754091,Genbank:XP_007633683.1","XP_007633683.1","Tle3","transducin-like enhancer protein 3 isoform X8","XP_007633683.1"
"mapping_line","6055","6790","GeneID:100754091,Genbank:XP_007633704.1","XP_007633704.1","Tle3","transducin-like enhancer protein 3 isoform X10","XP_007633704.1"
"mapping_line","6056","6791","GeneID:100754091,Genbank:XP_007633697.1","XP_007633697.1","Tle3","transducin-like enhancer protein 3 isoform X9","XP_007633697.1"
"mapping_line","6057","6792","GeneID:100754091,Genbank:XP_007633710.1","XP_007633710.1","Tle3","transducin-like enhancer protein 3 isoform X11","XP_007633710.1"
"mapping_line","6058","6788","GeneID:100754091,Genbank:XP_007633690.1","XP_007633690.1","Tle3","transducin-like enhancer protein 3 isoform X12","XP_007633690.1"
"mapping_line","6061","6799","GeneID:100682531,Genbank:XP_007633329.1","XP_007633329.1","Kif23","kinesin-like protein KIF23 isoform X2","XP_007633329.1"
"mapping_line","6062","6800","GeneID:100682531,Genbank:XP_007633322.1","XP_007633322.1","Kif23","kinesin-like protein KIF23 isoform X1","XP_007633322.1"
"mapping_line","6063","6801","GeneID:100754586,Genbank:XP_007633739.1","XP_007633739.1","Paqr5","membrane progestin receptor gamma isoform X1","XP_007633739.1"
"mapping_line","6064","6805","GeneID:100754874,Genbank:XP_007633752.1","XP_007633752.1","Glce","D-glucuronyl C5-epimerase","XP_007633752.1"
"mapping_line","6065","6803","GeneID:100754874,Genbank:XP_007633756.1","XP_007633756.1","Glce","D-glucuronyl C5-epimerase","XP_007633756.1"
"mapping_line","6066","6802","GeneID:100754874,Genbank:XP_007633765.1","XP_007633765.1","Glce","D-glucuronyl C5-epimerase","XP_007633765.1"
"mapping_line","6067","6804","GeneID:100754874,Genbank:XP_003498981.1","XP_003498981.1","Glce","D-glucuronyl C5-epimerase","XP_003498981.1"
"mapping_line","6069","6807","GeneID:100757967,Genbank:XP_003498987.2","XP_003498987.2","LOC100757967","uncharacterized protein LOC100757967 isoform X1","XP_003498987.2"
"mapping_line","6072","6810","GeneID:100758256,Genbank:XP_003498988.1","XP_003498988.1","Nup43","nucleoporin Nup43","XP_003498988.1"
"mapping_line","6073","6811","GeneID:100758732,Genbank:XP_003498990.1","XP_003498990.1","Lats1","serine/threonine-protein kinase LATS1","XP_003498990.1"
"mapping_line","6074","6812","GeneID:100759022,Genbank:XP_007633845.1","XP_007633845.1","Katna1","katanin p60 ATPase-containing subunit A1 isoform X1","XP_007633845.1"
"mapping_line","6075","6813","GeneID:100759022,Genbank:XP_003498991.1","XP_003498991.1","Katna1","katanin p60 ATPase-containing subunit A1 isoform X2","XP_003498991.1"
"mapping_line","6076","6814","GeneID:100762603,Genbank:XP_007633860.1","XP_007633860.1","Ginm1","glycoprotein integral membrane protein 1","XP_007633860.1"
"mapping_line","6077","6815","GeneID:100759307,Genbank:XP_003498992.1","XP_003498992.1","Ppil4","peptidyl-prolyl cis-trans isomerase-like 4","XP_003498992.1"
"mapping_line","6078","6816","GeneID:100759590,Genbank:XP_003498993.1","XP_003498993.1","Zc3h12d","probable ribonuclease ZC3H12D","XP_003498993.1"
"mapping_line","6079","6817","GeneID:100759882,Genbank:XP_003498994.1","XP_003498994.1","Tab2","TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 isoform X1","XP_003498994.1"
"mapping_line","6080","6818","GeneID:100760763,Genbank:XP_003498995.1","XP_003498995.1","Ust","uronyl 2-sulfotransferase","XP_003498995.1"
"mapping_line","6081","6819","GeneID:100763181,Genbank:XP_007633936.1","XP_007633936.1","LOC100763181","SAM and SH3 domain-containing protein 1 isoform X2","XP_007633936.1"
"mapping_line","6082","6820","GeneID:100763181,Genbank:XP_007633929.1","XP_007633929.1","LOC100763181","SAM and SH3 domain-containing protein 1 isoform X1","XP_007633929.1"
"mapping_line","6083","6821","GeneID:100763181,Genbank:XP_007633946.1","XP_007633946.1","LOC100763181","SAM and SH3 domain-containing protein 1 isoform X5","XP_007633946.1"
"mapping_line","6084","6822","GeneID:103163218,Genbank:XP_007634024.1","XP_007634024.1","LOC103163218","histone H2A.V-like","XP_007634024.1"
"mapping_line","6085","6823","GeneID:103159947,Genbank:XP_007633962.1","XP_007633962.1","LOC103159947","histone H2A.V-like","XP_007633962.1"
"mapping_line","6086","6825","GeneID:100763181,Genbank:XP_003498996.1","XP_003498996.1","LOC100763181","sterile alpha motif domain-containing protein 5 isoform X3","XP_003498996.1"
"mapping_line","6087","6828","GeneID:100761348,Genbank:XP_003498999.1","XP_003498999.1","Stxbp5","syntaxin-binding protein 5 isoform X3","XP_003498999.1"
"mapping_line","6088","6826","GeneID:100761348,Genbank:XP_003498998.1","XP_003498998.1","Stxbp5","syntaxin-binding protein 5 isoform X2","XP_003498998.1"
"mapping_line","6089","6827","GeneID:100761348,Genbank:XP_003498997.1","XP_003498997.1","Stxbp5","syntaxin-binding protein 5 isoform X1","XP_003498997.1"
"mapping_line","6090","6832","GeneID:100751887,Genbank:XP_007634006.1","XP_007634006.1","LOC100751887","androglobin-like isoform X1","XP_007634006.1"
"mapping_line","6093","6836","GeneID:100767935,Genbank:XP_003499014.1","XP_003499014.1","Slc16a12","monocarboxylate transporter 12","XP_003499014.1"
"mapping_line","6094","6837","GeneID:100768798,Genbank:XP_007634140.1","XP_007634140.1","Pank1","pantothenate kinase 1 isoform X1","XP_007634140.1"
"mapping_line","6095","6841","GeneID:100764040,Genbank:XP_007634149.1","XP_007634149.1","Kif20b","kinesin-like protein KIF20B isoform X3","XP_007634149.1"
"mapping_line","6096","6840","GeneID:100764040,Genbank:XP_007634157.1","XP_007634157.1","Kif20b","kinesin-like protein KIF20B isoform X3","XP_007634157.1"
"mapping_line","6097","6842","GeneID:100764040,Genbank:XP_007634163.1","XP_007634163.1","Kif20b","kinesin-like protein KIF20B isoform X1","XP_007634163.1"
"mapping_line","6098","6843","GeneID:100764040,Genbank:XP_007634168.1","XP_007634168.1","Kif20b","kinesin-like protein KIF20B isoform X2","XP_007634168.1"
"mapping_line","6099","6844","GeneID:100764536,Genbank:XP_003499007.1","XP_003499007.1","Htr7","5-hydroxytryptamine receptor 7 isoform X1","XP_003499007.1"
"mapping_line","6100","6846","GeneID:100764835,Genbank:XP_003499008.1","XP_003499008.1","Rpp30","ribonuclease P protein subunit p30 isoform X2","XP_003499008.1"
"mapping_line","6101","6847","GeneID:100764835,Genbank:XP_007634194.1","XP_007634194.1","Rpp30","ribonuclease P protein subunit p30 isoform X4","XP_007634194.1"
"mapping_line","6102","6848","GeneID:100764835,Genbank:XP_007634185.1","XP_007634185.1","Rpp30","ribonuclease P protein subunit p30 isoform X1","XP_007634185.1"
"mapping_line","6104","6852","GeneID:100769081,Genbank:XP_007634224.1","XP_007634224.1","Pcgf5","polycomb group RING finger protein 5 isoform X1","XP_007634224.1"
"mapping_line","6105","6851","GeneID:100769081,Genbank:XP_007634238.1","XP_007634238.1","Pcgf5","polycomb group RING finger protein 5 isoform X3","XP_007634238.1"
"mapping_line","6106","6853","GeneID:100769081,Genbank:XP_007634231.1","XP_007634231.1","Pcgf5","polycomb group RING finger protein 5 isoform X2","XP_007634231.1"
"mapping_line","6108","6855","GeneID:100765700,Genbank:XP_003499009.1","XP_003499009.1","Ppp1r3c","protein phosphatase 1 regulatory subunit 3C isoform X1","XP_003499009.1"
"mapping_line","6109","6856","GeneID:100765989,Genbank:XP_003499010.1","XP_003499010.1","LOC100765989","prefoldin subunit 3","XP_003499010.1"
"mapping_line","6110","6857","GeneID:100769660,Genbank:XP_007634358.1","XP_007634358.1","Tnks2","tankyrase-2","XP_007634358.1"
"mapping_line","6111","6859","GeneID:103163266,Genbank:XP_007634368.1","XP_007634368.1","Fgfbp3","fibroblast growth factor-binding protein 3","XP_007634368.1"
"mapping_line","6112","6860","GeneID:100769949,Genbank:XP_007634380.1","XP_007634380.1","Btaf1","TATA-binding protein-associated factor 172 isoform X1","XP_007634380.1"
"mapping_line","6114","6862","GeneID:100766578,Genbank:XP_007634288.1","XP_007634288.1","March5","E3 ubiquitin-protein ligase MARCH5 isoform X1","XP_007634288.1"
"mapping_line","6115","6863","GeneID:100766578,Genbank:XP_003499011.1","XP_003499011.1","March5","E3 ubiquitin-protein ligase MARCH5 isoform X2","XP_003499011.1"
"mapping_line","6118","6866","GeneID:100770518,Genbank:XP_003499021.1","XP_003499021.1","Gpr119","glucose-dependent insulinotropic receptor","XP_003499021.1"
"mapping_line","6119","6867","GeneID:100770799,Genbank:XP_007634419.1","XP_007634419.1","Slc25a14","brain mitochondrial carrier protein 1 isoform X1","XP_007634419.1"
"mapping_line","6120","6868","GeneID:100770799,Genbank:XP_007634422.1","XP_007634422.1","Slc25a14","brain mitochondrial carrier protein 1 isoform X3","XP_007634422.1"
"mapping_line","6122","6870","GeneID:100771082,Genbank:XP_003499023.1","XP_003499023.1","Rab33a","ras-related protein Rab-33A","XP_003499023.1"
"mapping_line","6123","6871","GeneID:100771367,Genbank:XP_003499024.1","XP_003499024.1","Aifm1","apoptosis-inducing factor 1%2C mitochondrial isoform X1","XP_003499024.1"
"mapping_line","6124","6872","GeneID:100771659,Genbank:XP_003499025.1","XP_003499025.1","Elf4","ETS-related transcription factor Elf-4","XP_003499025.1"
"mapping_line","6125","6873","GeneID:100773975,Genbank:XP_007634521.1","XP_007634521.1","Bcorl1","BCL-6 corepressor-like protein 1 isoform X1","XP_007634521.1"
"mapping_line","6126","6874","GeneID:100771952,Genbank:XP_003499026.1","XP_003499026.1","Utp14a","U3 small nucleolar RNA-associated protein 14 homolog A isoform X1","XP_003499026.1"
"mapping_line","6127","6877","GeneID:100772231,Genbank:XP_003499027.1","XP_003499027.1","Zdhhc9","palmitoyltransferase ZDHHC9","XP_003499027.1"
"mapping_line","6128","6875","GeneID:100772231,Genbank:XP_007634453.1","XP_007634453.1","Zdhhc9","palmitoyltransferase ZDHHC9","XP_007634453.1"
"mapping_line","6129","6876","GeneID:100772231,Genbank:XP_007634460.1","XP_007634460.1","Zdhhc9","palmitoyltransferase ZDHHC9","XP_007634460.1"
"mapping_line","6130","6878","GeneID:100774267,Genbank:XP_007634531.1","XP_007634531.1","Sash3","SAM and SH3 domain-containing protein 3 isoform X1","XP_007634531.1"
"mapping_line","6131","6879","GeneID:100774553,Genbank:XP_007634540.1","XP_007634540.1","Xpnpep2","xaa-Pro aminopeptidase 2 isoform X1","XP_007634540.1"
"mapping_line","6132","6880","GeneID:103161730,Genbank:XP_007634552.1","XP_007634552.1","Apln","apelin isoform X1","XP_007634552.1"
"mapping_line","6133","6881","GeneID:100774848,Genbank:XP_003499034.1","XP_003499034.1","Ocrl","inositol polyphosphate 5-phosphatase OCRL-1 isoform X1","XP_003499034.1"
"mapping_line","6135","6883","GeneID:100772817,Genbank:XP_003499028.1","XP_003499028.1","Actrt1","actin-related protein T1","XP_003499028.1"
"mapping_line","6138","6886","GeneID:100756043,Genbank:XP_003499048.1","XP_003499048.1","LOC100756043","uncharacterized protein LOC100756043 isoform X1","XP_003499048.1"
"mapping_line","6140","6888","GeneID:100752401,Genbank:XP_003499037.1","XP_003499037.1","Rgn","regucalcin isoform X1","XP_003499037.1"
"mapping_line","6141","6889","GeneID:100752401,Genbank:XP_007634654.1","XP_007634654.1","Rgn","regucalcin isoform X2","XP_007634654.1"
"mapping_line","6142","6890","GeneID:100689361,Genbank:NP_001233718.1","NP_001233718.1","Ndufb11","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11%2C mitochondrial","NP_001233718.1"
"mapping_line","6143","6891","GeneID:100752703,Genbank:XP_003499039.2","XP_003499039.2","Rbm10","RNA-binding protein 10 isoform X1","XP_003499039.2"
"mapping_line","6144","6892","GeneID:100752703,Genbank:XP_007634669.1","XP_007634669.1","Rbm10","RNA-binding protein 10 isoform X2","XP_007634669.1"
"mapping_line","6145","6893","GeneID:100752703,Genbank:XP_007634676.1","XP_007634676.1","Rbm10","RNA-binding protein 10 isoform X3","XP_007634676.1"
"mapping_line","6146","6894","GeneID:100752703,Genbank:XP_007634684.1","XP_007634684.1","Rbm10","RNA-binding protein 10 isoform X4","XP_007634684.1"
"mapping_line","6147","6895","GeneID:100756624,Genbank:XP_003499049.1","XP_003499049.1","Mreg","melanoregulin isoform X1","XP_003499049.1"
"mapping_line","6148","6896","GeneID:100757202,Genbank:XP_003499050.1","XP_003499050.1","Pecr","peroxisomal trans-2-enoyl-CoA reductase","XP_003499050.1"
"mapping_line","6149","6897","GeneID:100753712,Genbank:XP_003499041.1","XP_003499041.1","Tmem169","transmembrane protein 169","XP_003499041.1"
"mapping_line","6151","6898","GeneID:100689306,Genbank:XP_007634627.1","XP_007634627.1","Xrcc5","X-ray repair cross-complementing protein 5 isoform X1","XP_007634627.1"
"mapping_line","6152","6900","GeneID:100754006,Genbank:XP_003499042.1","XP_003499042.1","March4","E3 ubiquitin-protein ligase MARCH4 isoform X1","XP_003499042.1"
"mapping_line","6153","6901","GeneID:100754301,Genbank:XP_007634699.1","XP_007634699.1","Smarcal1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 isoform X1","XP_007634699.1"
"mapping_line","6154","6902","GeneID:100754301,Genbank:XP_007634700.1","XP_007634700.1","Smarcal1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 isoform X1","XP_007634700.1"
"mapping_line","6155","6903","GeneID:100754588,Genbank:XP_003499044.1","XP_003499044.1","Rpl37a","60S ribosomal protein L37a","XP_003499044.1"
"mapping_line","6156","6904","GeneID:100757494,Genbank:XP_003499051.1","XP_003499051.1","Igfbp2","insulin-like growth factor-binding protein 2 isoform X1","XP_003499051.1"
"mapping_line","6157","6905","GeneID:100754876,Genbank:XP_003499045.1","XP_003499045.1","Igfbp5","insulin-like growth factor-binding protein 5","XP_003499045.1"
"mapping_line","6158","6906","GeneID:100755165,Genbank:XP_003499046.1","XP_003499046.1","Tnp1","spermatid nuclear transition protein 1 isoform X2","XP_003499046.1"
"mapping_line","6159","6907","GeneID:100755165,Genbank:XP_007634706.1","XP_007634706.1","Tnp1","spermatid nuclear transition protein 1 isoform X1","XP_007634706.1"
"mapping_line","6161","6918","GeneID:100758353,Genbank:XP_007634902.1","XP_007634902.1","Cdh8","cadherin-8 isoform X1","XP_007634902.1"
"mapping_line","6162","6919","GeneID:100772527,Genbank:XP_003499094.2","XP_003499094.2","Gpcpd1","glycerophosphocholine phosphodiesterase GPCPD1 isoform X2","XP_003499094.2"
"mapping_line","6164","6921","GeneID:100761349,Genbank:XP_003499056.1","XP_003499056.1","Cds2","phosphatidate cytidylyltransferase 2","XP_003499056.1"
"mapping_line","6165","6922","GeneID:100689335,Genbank:NP_001233697.1","NP_001233697.1","Pcna","proliferating cell nuclear antigen","NP_001233697.1"
"mapping_line","6166","6923","GeneID:100761638,Genbank:XP_003499057.1","XP_003499057.1","Tmem230","transmembrane protein 230 isoform X2","XP_003499057.1"
"mapping_line","6167","6924","GeneID:100761638,Genbank:XP_007634998.1","XP_007634998.1","Tmem230","transmembrane protein 230 isoform X2","XP_007634998.1"
